Timestamp;1. Do you have a social media account? (e.g., Facebook, Twitter, etc.);2. Which social media account do you use usually?;3. Which device do you usually use to connect social media?;4. Which type of internet connection do you use?;5. How long have you been using a social media account?;6. How frequently do you post (upload status or add photos/videos) on social media? ;7. How much time do you spend daily in social media?;8. When do you usually use social media?;9. How many friends do you have on social media?;10. How many friends do you know personally in social media? ;11. How many groups you are tagged in social media?;12. What is your main purpose for using social media (e.g. Facebook)?;13. What contents do you mainly look for in your social media news feed?;14.Do you believe social media is a good thing?;15. When you see something in social media, do you instantly believe it?;16. Have you ever experienced peer pressure due to social media?;17. Does your emotion get influenced by other's posts (success, failure, loss)? ;18. Have you ever compared yourself with other’s success or luxurious life?;19. Do you think, your mental wellbeing would be better if you do not use social media?;20. If answer is yes, are you trying to control that thing and trying to reduce the use of social media?;21. Please write your age in years (number).;22. Gender;23. Marital Status;24. Religion;25. Education;26. Profession;27. Monthly income;28. Area of residence;29. Living with-;30. Body weight (Kg);31. Height (m);32. Smoking habit
3/1/2021 21:15:59;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);2-5 years;1-2 per day;3-5 hours;Frequently at anytime;500-2000;Many of them;10-20;To stay connected with people;Updates of current affairs/news;Yes;No;No;Sometimes;Most of the times;No;Not trying;22;Female;Unmarried;Muslim;Graduate Level;Unemployed including students;No income;Urban Area;With family;53;1.55;Non-smoker
3/5/2021 17:46:12;Yes;Facebook;Mobile Phone;Mobile data;Less than 2-year;1-2 per day;1-3 hours;Morning;500-2000;Few of them;5-10;To make new friends;To stay connected with people;Yes;Yes;Yes;Sometimes;All the times;No;Trying to reduce the use;22;Male;Unmarried;Muslim;Secondary Level;Self-employed/Entrepreneur/Business;10,000-40,000 Tk;Rural Area;Without family;78;1.88;Smoker
2/19/2021 23:53:01;Yes;Instagram;Mobile Phone;Broadband (Wi-Fi);More than 10 years;More than 5 per day;1-3 hours;Frequently at anytime;500-2000;Few of them;More than 20;For time pass;To stay connected with people;Yes;No;Yes;Always;Most of the times;Yes;Trying to reduce the use;26;Male;Unmarried;Muslim;Masters or above;Private job;40,000-70,000 Tk;Urban Area;With family;68;1.75;Non-smoker
2/17/2021 21:34:45;Yes;Instagram;Mobile Phone;Broadband (Wi-Fi);5-10 years;More than 5 per day;3-5 hours;Frequently at anytime;Less than 500;Many of them;More than 20;To stay connected with people;Motivational/ informative contents;No;No;No;Not at all;Never;Yes;Trying to reduce the use;24;Male;Unmarried;Muslim;Masters or above;Private job;10,000-40,000 Tk;Urban Area;Without family;68;1.75;Non-smoker
2/22/2021 12:37:54;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);5-10 years;Less than 1 per day;3-5 hours;Frequently at anytime;500-2000;Many of them;More than 20;Running business;Get pleasure from funny posts/ memes;Yes;No;Yes;Sometimes;Most of the times;Yes;Trying to reduce the use;25;Male;Unmarried;Muslim;Graduate Level;Private job;10,000-40,000 Tk;Urban Area;With family;72;1.80;Non-smoker
2/21/2021 16:40:31;Yes;Facebook;Mobile Phone;Mobile data;5-10 years;Less than 1 per day;1-3 hours;Night to late night;500-2000;Most of them;More than 20;To stay connected with people;Updates of people;Yes;No;No;Sometimes;Never;No;Not trying;26;Male;Unmarried;Muslim;Graduate Level;Private job;Above 70,000 Tk;Urban Area;With family;72;1.80;Smoker
2/28/2021 21:19:42;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);5-10 years;3-5 per day;3-5 hours;Frequently at anytime;500-2000;Few of them;5-10;For time pass;Updates of people;No;No;Yes;Always;Most of the times;Yes;Trying to reduce the use;24;Female;Unmarried;Muslim;Graduate Level;Unemployed including students;No income;Urban Area;With family;55;1.57;Non-smoker
3/7/2021 21:20:11;Yes;Facebook;Laptop;Broadband (Wi-Fi);Less than 2-year;Less than 1 per day;1-3 hours;Frequently at anytime;Less than 500;All of them;5-10;For time pass;Motivational/ informative contents;Yes;Yes;No;Always;Never;No;Not trying;19;Male;Unmarried;Muslim;Secondary Level;Unemployed including students;No income;Rural Area;With family;55;1.57;Non-smoker
3/7/2021 21:20:11;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);Less than 2-year;3-5 per day;3-5 hours;Frequently at anytime;Less than 500;All of them;5-10;For time pass;Motivational/ informative contents;Yes;Yes;No;Always;Never;Yes;Not trying;19;Male;Unmarried;Muslim;Secondary Level;Unemployed including students;No income;Rural Area;With family;55;1.57;Non-smoker
3/7/2021 20:57:05;Yes;Instagram;Mobile Phone;Mobile data;Less than 2-year;Less than 1 per day;1-3 hours;Afternoon;500-2000;Few of them;10-20;To make new friends;To stay connected with people;No;No;No;Always;Never;Yes;Trying to reduce the use;19;Female;Unmarried;Muslim;Secondary Level;Unemployed including students;No income;Rural Area;With family;55;1.57;Non-smoker
3/1/2021 21:31:05;Yes;Facebook;Tablet;Mobile data;5-10 years;3-5 per day;1-3 hours;Frequently at anytime;500-2000;Most of them;10-20;Running business;To stay connected with people;Yes;Yes;Yes;Sometimes;All the times;Yes;Trying to reduce the use;32;Male;Married;Muslim;Graduate Level;Self-employed/Entrepreneur/Business;40,000-70,000 Tk;Rural Area;With family;55;1.57;Smoker
2/21/2021 18:38:54;Yes;WhatsApp;Mobile Phone;Mobile data;Less than 2-year;Less than 1 per day;Less than 1 hour;Frequently at anytime;Less than 500;All of them;Less than 5;To stay connected with people;To stay connected with people;Yes;Yes;No;Not at all;Never;No;Not trying;24;Female;Unmarried;Muslim;Graduate Level;Unemployed including students;No income;Rural Area;With family;57;1.60;Non-smoker
3/1/2021 14:47:50;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);5-10 years;More than 5 per day;3-5 hours;Evening;Less than 500;All of them;10-20;To stay connected with people;Motivational/ informative contents;Yes;Yes;Yes;Sometimes;Never;Yes;Trying to reduce the use;18;Female;Unmarried;Christan;Secondary Level;Unemployed including students;No income;Rural Area;With family;57;1.60;Non-smoker
2/13/2021 20:57:10;Yes;Facebook;Mobile Phone;Mobile data;5-10 years;More than 5 per day;More than 5 hours;Frequently at anytime;Less than 500;Many of them;Less than 5;To stay connected with people;Get pleasure from funny posts/ memes;No;No;Yes;Always;All the times;Yes;Not trying;28;Female;Unmarried;Muslim;Masters or above;Unemployed including students;No income;Urban Area;With family;57;1.60;Non-smoker
2/20/2021 3:49:28;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);More than 10 years;Less than 1 per day;More than 5 hours;Frequently at anytime;Less than 500;Many of them;More than 20;To stay connected with people;Get pleasure from funny posts/ memes;Yes;No;No;Sometimes;Most of the times;Yes;Not trying;19;Female;Unmarried;Muslim;Secondary Level;Unemployed including students;No income;Urban Area;With family;50;1.50;Non-smoker
2/21/2021 12:03:00;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);5-10 years;Less than 1 per day;1-3 hours;Afternoon;500-2000;Most of them;More than 20;To stay connected with people;To stay connected with people;No;No;Yes;Sometimes;Never;Yes;Trying to reduce the use;25;Female;Married;Muslim;Graduate Level;Unemployed including students;No income;Urban Area;With family;50;1.50;Non-smoker
2/21/2021 14:27:52;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);5-10 years;Less than 1 per day;1-3 hours;Night to late night;500-2000;Many of them;More than 20;To stay connected with people;Updates of current affairs/news;Yes;No;No;Not at all;Never;No;Trying to reduce the use;26;Female;Unmarried;Muslim;Masters or above;Unemployed including students;No income;Urban Area;With family;50;1.50;Non-smoker
3/6/2021 19:35:37;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);2-5 years;1-2 per day;1-3 hours;Afternoon;500-2000;Many of them;Less than 5;To make new friends;Updates of current affairs/news;Yes;No;Yes;Sometimes;Most of the times;Yes;Trying to reduce the use;17;Male;Married;Muslim;Secondary Level;Daily labor/driver/housemaid;10,000-40,000 Tk;Rural Area;With family;59;1.63;Smoker
3/9/2021 14:57:39;Yes;Instagram;Mobile Phone;Broadband (Wi-Fi);2-5 years;Less than 1 per day;1-3 hours;Morning;500-2000;Most of them;Less than 5;To stay connected with people;Updates of people;Yes;No;No;Not at all;Never;Yes;Trying to stop the use;27;Female;Married;Muslim;Masters or above;Unemployed including students;No income;Urban Area;With family;59;1.63;Non-smoker
3/6/2021 20:14:21;Yes;Facebook;Mobile Phone;Mobile data;5-10 years;3-5 per day;3-5 hours;Frequently at anytime;Less than 500;All of them;5-10;To stay connected with people;Updates of people;Yes;Yes;Yes;Always;Never;No;Not trying;26;Female;Married;Muslim;Secondary Level;Housewife;No income;Rural Area;With family;61;1.65;Non-smoker
2/20/2021 0:16:30;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);More than 10 years;Less than 1 per day;More than 5 hours;Frequently at anytime;Less than 500;Many of them;Less than 5;For time pass;Get pleasure from funny posts/ memes;Yes;Yes;No;Sometimes;Most of the times;Yes;Trying to reduce the use;25;Female;Unmarried;Muslim;Masters or above;Private job;10,000-40,000 Tk;Urban Area;With family;52;1.52;Non-smoker
2/19/2021 23:51:42;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);5-10 years;Less than 1 per day;More than 5 hours;Frequently at anytime;500-2000;Many of them;More than 20;To stay connected with people;Motivational/ informative contents;Yes;No;Yes;Sometimes;Most of the times;Yes;Trying to reduce the use;23;Female;Unmarried;Muslim;Graduate Level;Unemployed including students;No income;Urban Area;With family;52;1.52;Non-smoker
2/21/2021 11:19:38;Yes;Facebook;Mobile Phone;Mobile data;Less than 2-year;Less than 1 per day;Less than 1 hour;Afternoon;Less than 500;Few of them;Less than 5;To stay connected with people;Updates of current affairs/news;Yes;No;No;Sometimes;Never;Yes;Trying to reduce the use;24;Female;Unmarried;Muslim;Masters or above;Unemployed including students;No income;Rural Area;With family;52;1.52;Non-smoker
3/7/2021 22:36:18;Yes;Facebook;Desktop;Broadband (Wi-Fi);2-5 years;1-2 per day;1-3 hours;Night to late night;500-2000;Many of them;10-20;Running business;Updates of current affairs/news;Yes;Yes;No;Always;Most of the times;No;Not trying;29;Male;Married;Muslim;Masters or above;Self-employed/Entrepreneur/Business;40,000-70,000 Tk;Rural Area;Without family;77;1.85;Smoker
2/21/2021 15:51:00;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);5-10 years;Less than 1 per day;1-3 hours;Frequently at anytime;500-2000;Most of them;More than 20;To stay connected with people;To stay connected with people;Yes;No;No;Sometimes;Never;No;Not trying;27;Female;Married;Muslim;Masters or above;Private job;10,000-40,000 Tk;Urban Area;Without family;63;1.68;Non-smoker
2/14/2021 19:05:00;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);5-10 years;3-5 per day;3-5 hours;Frequently at anytime;Less than 500;All of them;More than 20;To stay connected with people;To get updates of job circular, to learn from job related post/experience;Yes;No;No;Not at all;Never;Yes;Trying to reduce the use;26;Male;Unmarried;Muslim;Masters or above;Unemployed including students;No income;Urban Area;With family;65;1.70;Non-smoker
2/22/2021 18:15:12;Yes;Facebook;Mobile Phone;Mobile data;Less than 2-year;More than 5 per day;Less than 1 hour;Frequently at anytime;Less than 500;Many of them;Less than 5;For time pass;Updates of people;Yes;Yes;Yes;Not at all;Most of the times;No;Not trying;21;Male;Unmarried;Muslim;Graduate Level;Self-employed/Entrepreneur/Business;10,000-40,000 Tk;Rural Area;With family;67;1.73;Smoker
3/1/2021 19:43:44;Yes;Facebook;Mobile Phone;Mobile data;More than 10 years;More than 5 per day;1-3 hours;Morning;500-2000;Many of them;5-10;For time pass;Updates of people;Yes;Yes;Yes;Always;Most of the times;Yes;Trying to stop the use;28;Male;Unmarried;Muslim;Graduate Level;Unemployed including students;No income;Urban Area;Without family;67;1.73;Non-smoker
2/20/2021 0:12:16;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);5-10 years;Less than 1 per day;1-3 hours;Frequently at anytime;500-2000;Most of them;Less than 5;To stay connected with people;To stay connected with people;Yes;No;Yes;Sometimes;Most of the times;Yes;Not trying;24;Male;Unmarried;Muslim;Graduate Level;Unemployed including students;No income;Urban Area;With family;67;1.73;Non-smoker
2/20/2021 1:16:43;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);More than 10 years;Less than 1 per day;3-5 hours;Frequently at anytime;Less than 500;Most of them;Less than 5;For time pass;Get pleasure from funny posts/ memes;Yes;No;No;Sometimes;Most of the times;Yes;Trying to reduce the use;23;Male;Unmarried;Agnostic;Graduate Level;Unemployed including students;No income;Urban Area;With family;69;1.75;Non-smoker
3/8/2021 11:12:27;Yes;Facebook;Mobile Phone;Mobile data;Less than 2-year;3-5 per day;3-5 hours;Frequently at anytime;Less than 500;Many of them;5-10;To make new friends;To stay connected with people;Yes;Yes;Yes;Always;Most of the times;No;Trying to reduce the use;16;Male;Unmarried;Muslim;Secondary Level;Unemployed including students;No income;Rural Area;With family;54;1.55;Non-smoker
3/9/2021 9:13:34;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);5-10 years;Less than 1 per day;1-3 hours;Frequently at anytime;Less than 500;Most of them;More than 20;To stay connected with people;Get pleasure from funny posts/ memes;Yes;No;No;Sometimes;Never;No;Trying to reduce the use;26;Female;Unmarried;Muslim;Masters or above;Govt. job;Above 70,000 Tk;Urban Area;Without family;54;1.55;Non-smoker
2/21/2021 15:46:22;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);More than 10 years;More than 5 per day;More than 5 hours;Night to late night;Less than 500;Many of them;10-20;To stay connected with people;To stay connected with people;Yes;No;Yes;Sometimes;Never;No;Trying to reduce the use;27;Female;Unmarried;Muslim;Masters or above;Self-employed/Entrepreneur/Business;10,000-40,000 Tk;Urban Area;With family;54;1.55;Non-smoker
2/21/2021 16:23:19;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);Less than 2-year;Less than 1 per day;1-3 hours;Frequently at anytime;Less than 500;Few of them;Less than 5;For time pass;Updates of people;Yes;No;No;Sometimes;All the times;Yes;Trying to stop the use;20;Female;Unmarried;Muslim;Graduate Level;Unemployed including students;No income;Urban Area;With family;54;1.55;Non-smoker
2/21/2021 21:27:55;Yes;Facebook;Mobile Phone;Mobile data;5-10 years;Less than 1 per day;Less than 1 hour;Frequently at anytime;Less than 500;Few of them;Less than 5;For time pass;Updates of people;Yes;Yes;Yes;Not at all;All the times;Yes;Trying to stop the use;23;Male;Unmarried;Muslim;Masters or above;Unemployed including students;No income;Urban Area;With family;54;1.55;Non-smoker
2/16/2021 23:22:25;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);5-10 years;3-5 per day;More than 5 hours;Frequently at anytime;Less than 500;Most of them;Less than 5;For time pass;For random contents not specified ;Yes;No;No;Sometimes;Never;No;Not trying;22;Female;Unmarried;Muslim;Graduate Level;Unemployed including students;No income;Urban Area;With family;59.5;1.63;Non-smoker
2/27/2021 13:41:53;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);Less than 2-year;1-2 per day;1-3 hours;Evening;Less than 500;All of them;5-10;To make new friends;Updates of people;Yes;Yes;Yes;Always;All the times;Yes;Not trying;15;Male;Unmarried;Muslim;Secondary Level;Unemployed including students;No income;Urban Area;With family;44;1.40;Non-smoker
2/22/2021 13:53:20;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);More than 10 years;Less than 1 per day;3-5 hours;Frequently at anytime;500-2000;Most of them;More than 20;To stay connected with people;To stay connected with people;Yes;No;No;Sometimes;Most of the times;Yes;Trying to reduce the use;26;Female;Married;Muslim;Masters or above;Private job;10,000-40,000 Tk;Urban Area;With family;56;1.57;Smoker
2/22/2021 18:00:01;Yes;Instagram;Tablet;Broadband (Wi-Fi);5-10 years;More than 5 per day;More than 5 hours;Frequently at anytime;More than 4000;Many of them;More than 20;To stay connected with people;Updates of people;Yes;Yes;Yes;Sometimes;Most of the times;No;Not trying;22;Female;Unmarried;Hindu;Graduate Level;Self-employed/Entrepreneur/Business;10,000-40,000 Tk;Rural Area;With family;56;1.57;Non-smoker
2/20/2021 21:35:25;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);5-10 years;Less than 1 per day;1-3 hours;Evening;Less than 500;Few of them;Less than 5;To stay connected with people;Motivational/ informative contents;Yes;No;No;Sometimes;Never;No;Trying to reduce the use;26;Female;Unmarried;Muslim;Masters or above;Doctor;10,000-40,000 Tk;Urban Area;With family;56;1.57;Non-smoker
2/22/2021 14:34:09;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);2-5 years;More than 5 per day;More than 5 hours;Frequently at anytime;500-2000;Most of them;Less than 5;To stay connected with people;Updates of people;Yes;No;No;Sometimes;Never;No;Not trying;26;Female;Unmarried;Hindu;Graduate Level;Unemployed including students;No income;Urban Area;Without family;56;1.57;Non-smoker
2/21/2021 23:18:15;Yes;Facebook;Desktop;Broadband (Wi-Fi);5-10 years;3-5 per day;3-5 hours;Night to late night;Less than 500;Many of them;5-10;To stay connected with people;Updates of current affairs/news;Yes;No;Yes;Sometimes;All the times;Yes;Trying to reduce the use;26;Female;Married;Muslim;Masters or above;Self-employed/Entrepreneur/Business;40,000-70,000 Tk;Urban Area;With family;56;1.57;Non-smoker
2/27/2021 9:41:39;Yes;Facebook;Mobile Phone;Broadband (Wi-Fi);2-5 years;1-2 per day;3-5 hours;Frequently at anytime;500-2000;Most of them;Less than 5;To stay connected with people;Updates of people;Yes;No;No;Sometimes;Never;No;Not trying;26;Female;Unmarried;Hindu;Graduate Level;Unemployed including students;No income;Urban Area;Without family;56;1.57;Non-smoker
2/22/2021 11:09:51;Yes;Instagram;Mobile Phone;Broadband (Wi-Fi);More than 10 years;Less than 1 per day;Less than 1 hour;Afternoon;Less than 500;Many of them;Less than 5;To stay connected with people;To stay connected with people;Yes;No;No;Sometimes;Most of the times;Yes;Trying to reduce the use;26;Female;Married;Muslim;Graduate Level;Unemployed including students;No income;Urban Area;With family;56;1.57;Non-smoker
3/1/2021 13:17:01;Yes;Facebook;Mobile Phone;Mobile data;2-5 years;1-2 per day;1-3 hours;Morning;500-2000;Most of them;5-10;To make new friends;Updates of people;Yes;Yes;No;Sometimes;Most of the times;Yes;Trying to stop the use;18;Female;Unmarried;Muslim;Secondary Level;Unemployed including students;No income;Rural Area;With family;58;1.60;Non-smoker
3/7/2021 18:40:54;Yes;Facebook;Laptop;Broadband (Wi-Fi);2-5 years;Less than 1 per day;Less than 1 hour;Evening;Less than 500;All of them;10-20;For time pass;Updates of current affairs/news;Yes;Yes;Yes;Sometimes;Most of the times;No;Not trying;18;Male;Unmarried;Muslim;Secondary Level;Unemployed including students;No income;Rural Area;With family;58;1.60;Non-smoker
3/6/2021 14:36:32;Yes;Facebook;Mobile Phone;Mobile data;2-5 years;More than 5 per day;3-5 hours;Frequently at anytime;500-2000;Few of them;More than 20;To stay connected with people;Updates of people;No;No;Yes;Sometimes;Never;Yes;Trying to reduce the use;28;Female;Unmarried;Muslim;Secondary Level;Self-employed/Entrepreneur/Business;10,000-40,000 Tk;Rural Area;Without family;58;1.60;Non-smoker
